MARKER_ID,MARKER_ADDRESS,MARKER_STATUS,LAT,LON,ENVIRONMENT_NAME,A_ROAD_NAME,A_ROAD_TYPE,A_ROAD_SUFFIX,B_ROAD_NAME,B_ROAD_TYPE,B_ROAD_SUFFIX,LOCALITY,DirText
MOR618,,IN CAD,-38.417474,144.944974,MORNINGTON PENINSULA NATIONAL PARK,BROWNS,RD,,GREENS,RD,,BONEO,EMERG MRKR MOR618: NEAREST I/S BROWNS RD & GREENS RD=> GDA94 LAT:-38.417474 LON:144.944974=> PARKS VIC ASSISTANCE MANDATORY TO ACCESS MARKER PLEASE CALL 131963=> TRAVEL SOUTH-WEST 1700M ON GREENS RD TO GATE 13 ENTRANCE TO GREENS BUSH=> LOCKED GATE
MOR619,,IN CAD,-38.413878,144.936738,MORNINGTON PENINSULA NATIONAL PARK,BROWNS,RD,,HYSLOPS,RD,,MAIN RIDGE,EMERG MRKR MOR619: NEAREST I/S BROWNS RD & HYSLOPS RD=> GDA94 LAT:-38.413878 LON:144.936738=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 1600M ON HYSLOPS RD TO GATE AT GREEN BUSH PARK ENTRANCE=> LOCKED GATE=> THEN SOUTH 180M ON MANAGEMENT VEHICLE TRACK TO TWO BAYS WALKING TRACK=> THEN EAST 40M ON MANAGEMENT VEHICLE TRACK=> THEN SOUTH-EAST 40M ON WALKING TRACK
MOR620,,IN CAD,-38.414686,144.945798,MORNINGTON PENINSULA NATIONAL PARK,BROWNS,RD,,GREENS,RD,,MAIN RIDGE,EMERG MRKR MOR620: NEAREST I/S BROWNS RD & GREENS RD=> GDA94 LAT:-38.414686 LON:144.945798=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-WEST 1500M ON GREENS RD TO GATE 15 TWO BAYS WALKING TRACK=> LOCKED GATE AT TRAIL ENTRANCE
MOR621,,IN CAD,-38.41207,144.947177,MORNINGTON PENINSULA NATIONAL PARK,BROWNS,RD,,GREENS,RD,,MAIN RIDGE,EMERG MRKR MOR621: NEAREST I/S BROWNS RD & GREENS RD=> GDA94 LAT:-38.41207 LON:144.947177=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 1200M ON GREENS RD TO LIMESTONE RD ENTRY PONT=> LOCKED GATE
MOR622,,IN CAD,-38.410068,144.948104,MORNINGTON PENINSULA NATIONAL PARK,BROWNS,RD,,GREENS,RD,,MAIN RIDGE,EMERG MRKR MOR622: NEAREST I/S BROWNS RD & GREENS RD=> GDA94 LAT:-38.410068 LON:144.948104=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-WEST 960M ON GREENS RD TO GATE 16 FIRE ACCESS TRACK
MOR623,,IN CAD,-38.42064,144.960118,MORNINGTON PENINSULA NATIONAL PARK,BALDRYS,RD,,BROWNS,RD,,MAIN RIDGE,EMERG MRKR MOR623: NEAREST I/S BALDRYS RD & BROWNS RD=> GDA94 LAT:-38.42064 LON:144.960118=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-EAST 2200M ON BALDRYS RD TO BALDRYS CROSSING PICNIC AREA
MOR624,,IN CAD,-38.421043,144.960473,MORNINGTON PENINSULA NATIONAL PARK,BALDRYS,RD,,BROWNS,RD,,MAIN RIDGE,EMERG MRKR MOR624: NEAREST I/S BALDRYS RD & BROWNS RD=> GDA94 LAT:-38.421043 LON:144.960473=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-EAST 2300M ON BALDRYS RD TO BALDRYS CROSSING SHORT CIRCUIT WALK=> FOOT ACCESS ONLY ON WALKING TRAIL
MOR625,,IN CAD,-38.448082,144.950488,MORNINGTON PENINSULA NATIONAL PARK,MEAKINS,RD,,GWENMARLIN,RD,,FLINDERS,EMERG MRKR MOR625: NEAREST I/S MEAKINS RD & GWENMARLIN RD=> GDA94 LAT:-38.448082 LON:144.950488=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-WEST 760M ON GWENMARLIN RD TO GATE 18 ENTRY TO GREENS BUSH
MOR801,,IN CAD,-38.343188,144.72082,MORNINGTON PENINSULA NATIONAL PARK,NORMANBY,RD,,OZONE,AV,,SORRENTO,EMERG MRKR MOR801: NEAREST I/S NORMANBY RD & OZONE AV=> GDA94 LAT:-38.343188 LON:144.72082=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 30M ON NORMANBY ROAD=> THEN WEST 300M ON WALKING TRACK=> THEN WEST 490M ON TRACK TO SPHINX ROCKS
MYT540,,IN CAD,-37.746418,145.168646,MAIN YARRA TRAIL,WEBSTERS,RD,,THE PARKWAY,-,,TEMPLESTOWE,EMERG MRKR MYT540: NEAREST I/S WEBSTERS RD & THE PARKWAY -=> GDA94 LAT:-37.746418 LON:145.168646=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 180M ON WEBSTERS ROAD=> ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN NORTH 270M ON TRAIL=> THEN EAST 170M AT TRAIL INTERSECTION
MYT541,,IN CAD,-37.746263,145.166766,MAIN YARRA TRAIL,WEBSTERS,RD,,THE PARKWAY,-,,TEMPLESTOWE,EMERG MRKR MYT541: NEAREST I/S WEBSTERS RD & THE PARKWAY -=> GDA94 LAT:-37.746263 LON:145.166766=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 180M ON WEBSTERS ROAD=> ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN NORTH 270M AT TRAIL INTERSECTION
MYT542,,IN CAD,-37.742456,145.163104,MAIN YARRA TRAIL,WEBSTERS,RD,,THE PARKWAY,-,,TEMPLESTOWE,EMERG MRKR MYT542: NEAREST I/S WEBSTERS RD & THE PARKWAY -=> GDA94 LAT:-37.742456 LON:145.163104=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 180M ON WEBSTERS ROAD=> ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN NORTH 270M ON TRAIL=> THEN WEST 600M AT TRAIL INTERSECTION
MYT543,,IN CAD,-37.739925,145.16261,MAIN YARRA TRAIL,WEBSTERS,RD,,THE PARKWAY,-,,TEMPLESTOWE,EMERG MRKR MYT543: NEAREST I/S WEBSTERS RD & THE PARKWAY -=> GDA94 LAT:-37.739925 LON:145.16261=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 180M ON WEBSTERS ROAD=> ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN NORTH 270M ON TRAIL=> THEN WEST 950M AT TRAIL INTERSECTION
MYT544,,IN CAD,-37.738252,145.16222,MAIN YARRA TRAIL,WEBSTERS,RD,,THE PARKWAY,-,,TEMPLESTOWE,EMERG MRKR MYT544: NEAREST I/S WEBSTERS RD & THE PARKWAY -=> GDA94 LAT:-37.738252 LON:145.16222=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> BOARD WALK  AT YARRA  RIVER LIMITED TO 2 TONNE CAPACITY=> TRAVEL WEST 180M ON WEBSTERS ROAD=> ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN NORTH 270M AT TRAIL INTERSECTION=> THEN WEST 950M ON TRAIL=> THEN WEST 150M OVER BOARDWALK
MYT545,,IN CAD,-37.736097,145.152912,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT545: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.736097 LON:145.152912=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 500M ON FITZSIMONS LANE=> ACCESS ROAD UNDER FITZSIMMONS LANE BRIDGE=> THEN WEST 200M ON ROAD UNDER BRIDGE TO CAR PARK - LOCKED GATE AT TRAIL ENTRY=> THEN EAST 300M ON TRAIL=> THEN SOUTH-EAST 1300M ON MANAGEMENT VEHICLE TRACK=> THEN EAST 300M ON MAIN YARRA TRAIL
MYT546,,IN CAD,-37.738907,145.149959,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT546: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.738907 LON:145.149959=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 500M ON FITZSIMONS LANE=> ACCESS ROAD UNDER FITZSIMMONS LANE BRIDGE=> THEN WEST 200M ON ACCESS RD UNDER BRIDGE TO CAR PARK=> LOCKED GATE AT TRAIL ENTRY=> THEN EAST 300M UPHILL ON MAIN YARRA TRAIL=> THEN SOUTH-EAST 1300M ON MANAGEMENT VEHICLE ACCESS TRACK=> THEN EAST 170M ON MAIN YARRA TRAIL
MYT547,,IN CAD,-37.739675,145.143188,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT547: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.739675 LON:145.143188=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 500M ON FITZSIMONS LANE=> ACCESS RD UNDER BRIDGE=> THEN WEST 200M ON ACCESS ROAD TO CAR PARK=> LOCKED GATE AT TRAIL ENTRY=> THEN EAST 800M UPHILL ON MAIN YARRA TRAIL ON ROUTE TO PETTY ORCHARD=> TRAIL JUNCTION OF DIAMOND CRK TRAIL - CULVERT AT 700M
MYT548,,IN CAD,-37.741975,145.139885,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT548: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.741975 LON:145.139885=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 500M ON FITZSIMONS LANE=> ACCESS ROAD UNDER FITZSIMMONS LANE BRIDGE=> THEN WEST 200M ON ACCESS RD UNDER BRIDGE TO CAR PARK=> LOCKED GATE AT TRAIL ENTRY=> THEN EAST 300M UPHILL ON MAIN YARRA TRAIL
MYT549,,IN CAD,-37.740699,145.136716,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT549: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.740699 LON:145.136716=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 500M ON FITZSIMONS LANE=> ACCESS ROAD UNDER FITZSIMONS LANE BRIDGE=> THEN WEST 200M ACCESS RD UNDER BRIDGE TO CAR PARK - LOCKED GATE AT TRAIL ENTRY=> THEN NORTH-EAST 30M ON TRAIL
MYT550,,IN CAD,-37.742625,145.134829,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT550: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.742625 LON:145.134829=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 100M ON FITZSIMONS LANE=> WESTERFOLDS PARK ENTRANCE=> THEN NORTH 700M ON PARK ENTRANCE ROAD=> THROUGH ROUNDABOUT TO YARRA RIVER - LOCKED GATE AT MAIN YARRA TRAIL
MYT551,,IN CAD,-37.741693,145.128305,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT551: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.741693 LON:145.128305=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 100M ON FITZSIMONS LANE=> ENTRANCE TO WESTERFOLDS PARK=> THEN WEST 700M ON MAIN ENTRANCE ROAD=> THROUGH ROUNDABOUT TO YARRA RIVER - LOCKED GATE AT MAIN YARRA TRAIL=> THEN WEST 650M ON MAIN YARRA TRAIL
MYT552,,IN CAD,-37.741406,145.125044,MAIN YARRA TRAIL,FITZSIMONS,LA,,SUMMERHILL,RD,,TEMPLESTOWE,EMERG MRKR MYT552: NEAREST I/S FITZSIMONS LA & SUMMERHILL RD=> GDA94 LAT:-37.741406 LON:145.125044=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 100M ON FITZSIMONS LANE=> ENTRANCE TO WESTERFOLDS PARK=> THEN WEST 700M ON MAIN ENTRANCE ROAD=> THROUGH ROUNDABOUT TO YARRA RIVER=> THEN WEST 1000M ON MAIN YARRA TRAIL
MYT553,,IN CAD,-37.74568,145.122314,MAIN YARRA TRAIL,PORTER,ST,,ANDERSON,ST,,TEMPLESTOWE,EMERG MRKR MYT553: NEAREST I/S PORTER ST & ANDERSON ST=> GDA94 LAT:-37.74568 LON:145.122314=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 50M ON PORTER STREET=> WESTERFOLDS PARK ENTRANCE=> THEN NORTH-WEST 350M ON CAR PARK ROAD=> THEN NORTH-WEST 800M ON TRAIL=> TRAIL JUNCTION AT RAPID OBSERVATION POINT AT TOP OF HILL
MYT554,,IN CAD,-37.747115,145.122448,MAIN YARRA TRAIL,PORTER,ST,,ANDERSON,ST,,TEMPLESTOWE,EMERG MRKR MYT554: NEAREST I/S PORTER ST & ANDERSON ST=> GDA94 LAT:-37.747115 LON:145.122448=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 50M ON PORTER STREET=> ENTRANCE TO WESTERFOLDS PARK=> THEN NORTH-WEST 350M ON CAR PARK RD=> THEN NORTH-WEST 800M ON TRAIL=> PAST RAPID OBSERVATION POINT=> THEN WEST 370M ON MAIN YARRA TRAIL
MYT555,,IN CAD,-37.752316,145.117425,MAIN YARRA TRAIL,BONDS,RD,,MAIN YARRA,TRL,,LOWER PLENTY,EMERG MRKR MYT555: NEAREST I/S BONDS RD & MAIN YARRA TRL=> GDA94 LAT:-37.752316 LON:145.117425=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 500M ON MAIN YARRA TRAIL ENTRANCE AT BONDS RD=> ON NORTHERN SIDE OF YARRA AT FINNS RESERVE=> ALTERNATIVE ROUTE VIA FINNS RESERVE OFF DUNCAN STREET - FOOT ACCESS ONLY ACROSS YARRA RIVER
MYT556,,IN CAD,-37.753072,145.112877,MAIN YARRA TRAIL,BONDS,RD,,MAIN YARRA,TRL,,LOWER PLENTY,EMERG MRKR MYT556: NEAREST I/S BONDS RD & MAIN YARRA TRL=> GDA94 LAT:-37.753072 LON:145.112877=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL AT BONDS ROAD AND MAIN YARRA TRAIL=> LOCKED GATE AT PARK ENTRY
MYT557,,IN CAD,-37.753778,145.106355,MAIN YARRA TRAIL,BONDS,RD,,MAIN YARRA,TRL,,LOWER PLENTY,EMERG MRKR MYT557: NEAREST I/S BONDS RD & MAIN YARRA TRL=> GDA94 LAT:-37.753778 LON:145.106355=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 600M ON MAIN YARRA TRAIL
MYT558,,IN CAD,-37.750386,145.099949,MAIN YARRA TRAIL,BONDS,RD,,MAIN YARRA,TRL,,LOWER PLENTY,EMERG MRKR MYT558: NEAREST I/S BONDS RD & MAIN YARRA TRL=> GDA94 LAT:-37.750386 LON:145.099949=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL WEST 1300M ON MAIN YARRA TRAIL
MYT559,,IN CAD,-37.750055,145.092864,MAIN YARRA TRAIL,SOMERSET,DR,,NOTTINGHAM,CT,,VIEWBANK,EMERG MRKR MYT559: NEAREST I/S SOMERSET DR & NOTTINGHAM CT=> GDA94 LAT:-37.750055 LON:145.092864=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 50M ON SOMERSET DRIVE=> ENTRANCE TO BANYULE FLATS RESERVE=> THEN SOUTH 130M ENTER BANYULE FLATS CAR PARK=> EASTERN ENTRANCE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN EAST 300M ON MAIN YARRA TRAIL
MYT560,,IN CAD,-37.747849,145.087405,MAIN YARRA TRAIL,SOMERSET,DR,,NOTTINGHAM,CT,,VIEWBANK,EMERG MRKR MYT560: NEAREST I/S SOMERSET DR & NOTTINGHAM CT=> GDA94 LAT:-37.747849 LON:145.087405=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 50M ON SOMERSET DRIVE=> ENTRANCE TO BANYULE FLATS RESE=> THEN SOUTH 200M ENTER BANYULE FLATS RESERVE CAR PARK=> LOCKED GATE AT MAIN YARRA TRAIL=> THEN NORTH-WEST 40M ON MAIN YARRA TRAIL=> TRAIL JUNCTION - VEER NORTH TO OVALS=> THEN NORTH 220M ON MAIN YARRA TRAIL
MYT561,,IN CAD,-37.74533,145.086562,MAIN YARRA TRAIL,BUCKINGHAM,DR,,SCARBOROUGH,DR,,ROSANNA,EMERG MRKR MYT561: NEAREST I/S BUCKINGHAM DR & SCARBOROUGH DR=> GDA94 LAT:-37.74533 LON:145.086562=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 15M ON SCARBOROUGH AVENUE AND TRAIL=> THEN SOUTH-EAST 70M ON FOOT TRAIL NO VEHICLE ACCESS AT SCARBOROUGH DRIVE
MYT562,,IN CAD,-37.75082,145.082232,MAIN YARRA TRAIL,BUCKINGHAM,DR,,PLYMOUTH,ST,,HEIDELBERG,EMERG MRKR MYT562: NEAREST I/S BUCKINGHAM DR & PLYMOUTH ST=> GDA94 LAT:-37.75082 LON:145.082232=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> CONTACT 94592602=> ON MAIN YARRA TRAIL SOUTH OF TENNIS CLUB - LOCKED CHAIN AT TENNIS CLUB CAR PARK=> TRAVEL SOUTH 10M ON MAIN YARRA TRAIL
MYT563,,IN CAD,-37.754258,145.077524,MAIN YARRA TRAIL,BUCKINGHAM,DR,,PLYMOUTH,ST,,HEIDELBERG,EMERG MRKR MYT563: NEAREST I/S BUCKINGHAM DR & PLYMOUTH ST=> GDA94 LAT:-37.754258 LON:145.077524=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> CONTACT 94592602=> TENNIS CLUB CAR PARK - LOCKED CHAIN AT CAR PARK=> TRAVEL WEST 720M ON MAIN YARRA TRAIL
MYT564,,IN CAD,-37.761995,145.074519,MAIN YARRA TRAIL,BANKSIA,ST,,THE BOULEVARD,-,,EAGLEMONT,EMERG MRKR MYT564: NEAREST I/S BANKSIA ST & THE BOULEVARD -=> GDA94 LAT:-37.761995 LON:145.074519=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 70M ON THE BOULEVARD=> ENTRANCE TO YARRA FLATS PARK=> THEN EAST 240M ON PARK ROAD
MYT565,,IN CAD,-37.765861,145.072274,MAIN YARRA TRAIL,THE BOULEVARD,-,,MOSSMAN,DR,,EAGLEMONT,EMERG MRKR MYT565: NEAREST I/S THE BOULEVARD - & MOSSMAN DR=> GDA94 LAT:-37.765861 LON:145.072274=> ACCESS TO  LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 40M ON THE BOULEVARD=> GATE TO MAIN YARRA TRAIL - LOCKED GATE=> THEN WEST 150M ON ACCESS TRACK TO MAIN YARRA TRAIL=> THEN NORTH-EAST 110M ON MAIN YARRA TRAIL
MYT566,,IN CAD,-37.771227,145.070363,MAIN YARRA TRAIL,THE BOULEVARD,-,,McARTHUR,RD,,IVANHOE EAST,EMERG MRKR MYT566: NEAREST I/S THE BOULEVARD - & McARTHUR RD=> GDA94 LAT:-37.771227 LON:145.070363=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 60M ON THE BOULEVARD=> TO MAIN YARRA TRAIL ACCESS TRAIL=> THEN SOUTH-EAST 45M ON ACCESS TRACK=> LOCKED GATE=> THEN SOUTH 80M ON MAIN YARRA TRAIL
MYT567,,IN CAD,-37.777267,145.067163,MAIN YARRA TRAIL,THE BOULEVARD,-,,McARTHUR,RD,,IVANHOE EAST,EMERG MRKR MYT567: NEAREST I/S THE BOULEVARD - & McARTHUR RD=> GDA94 LAT:-37.777267 LON:145.067163=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 60M ON THE BOULEVARD=> ON ACCESS TRACK TO MAIN YARRA TRAIL - LOCKED GATE=> THEN SOUTH-EAST 45M ON ACCESS TRACK
MYT568,,IN CAD,-37.781214,145.064949,MAIN YARRA TRAIL,THE BOULEVARD,-,,McARTHUR,RD,,IVANHOE EAST,EMERG MRKR MYT568: NEAREST I/S THE BOULEVARD - & McARTHUR RD=> GDA94 LAT:-37.781214 LON:145.064949=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 60M ON THE BOULEVARD=> ON ACCESS TRAIL TO MAIN YARRA TRAIL - LOCKED GATE=> THEN SOUTH-EAST 45M ON ACCESS TRAIL=> THEN SOUTH 470M ON MAIN YARRA TRAIL
NOR100,,IN CAD,-37.879087,145.199224,NORTONS PARK,HIGH STREET,RD,,NORTONS,LA,,WANTIRNA SOUTH,EMERG MRKR NOR100: NEAREST I/S HIGH STREET RD & NORTONS LA=> GDA94 LAT:-37.879087 LON:145.199224=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 250M ON NORTONS LANE TO ENTRANCE OF NORTONS PARK=> THEN WEST 30M VIA LOCKED GATE IN CAR PARK TO INFORMATION SHELTER
NOR200,,IN CAD,-37.879292,145.197855,NORTONS PARK,NORTONS,LA,,HIGH STREET,RD,,WANTIRNA SOUTH,EMERG MRKR NOR200: NEAREST I/S NORTONS LA & HIGH STREET RD=> GDA94 LAT:-37.879292 LON:145.197855=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 250M ON NORTONS LANE TO ENTRANCE OF NORTONS PARK=> THEN WEST 30M VIA LOCKED GATE IN CAR PARK TO INFORMATION SHELTER=> THEN NORTH-WEST 90M VIA LOCKED GATE TO TRAIL TO TRACK INTERSECTION=> ADJACENT TO TOILET BLOCK=> THEN SOUTH 100M ON TRAIL TO PICNIC SHELTER
NOR500,,IN CAD,-37.880908,145.195724,NORTONS PARK,NORTONS,LA,,HIGH STREET,RD,,WANTIRNA SOUTH,EMERG MRKR NOR500: NEAREST I/S NORTONS LA & HIGH STREET RD=> GDA94 LAT:-37.880908 LON:145.195724=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 250M ON NORTONS LANE TO ENTRANCE OF NORTONS PARK=> THEN WEST 30M VIA LOCKED GATE IN NORTONS CAR PARK=> THEN NORTH-WEST 90M VIA LOCKED GATE ALONG TRAIL TO NTERSECTION ADJACENT TO TOILET BLOCK=> THEN SOUTH 120M ON TRAIL TO INTERSECTION 20 M BEYOND PICNIC SHELTER=> THEN SOUTH-WEST 290M ON GRAVEL TRACK
NPP100,,IN CAD,-38.125006,145.164029,NORTHERN PENINSULA PARKS,EXCELSIOR,DR,,TILIA,CT,,FRANKSTON NORTH,EMERG MRKR NPP100: NEAREST I/S EXCELSIOR DR & TILIA CT=> GDA94 LAT:-38.125006 LON:145.164029=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH 60M ON EXCELSIOR DRIVE TO PARK ENTRANCE=> THEN SOUTH 40M THROUGH CAR PARK
NPP200,,IN CAD,-38.130518,145.166092,NORTHERN PENINSULA PARKS,WARRAWEE,CIRT,,CIRCUIT,WLK,,FRANKSTON,EMERG MRKR NPP200: NEAREST I/S WARRAWEE CIRT & CIRCUIT WLK=> GDA94 LAT:-38.130518 LON:145.166092=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL EAST 215M ON WARAWEE CIRCUIT TO CAR PARK ENTRANCE=> THEN NORTH-EAST 45M ON PATH TO PARK ENTRANCE=> THEN NORTH-WEST 75M ON BOUNDARY TRACK=> THEN NORTH 360M ON WARAWEE CIRCUIT TRACK=> THEN EAST 195M ON HAKEA RIDGE TRACK TO LOOKOUT
NPP500,,IN CAD,-38.359421,144.997281,NORTHERN PENINSULA PARKS,LOOKOUT,RD,,HOLMES,RD,,RED HILL,EMERG MRKR NPP500: NEAREST I/S LOOKOUT RD & HOLMES RD=> GDA94 LAT:-38.359421 LON:144.997281=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 240M ON LOOKOUT ROAD TO PARK ENTRANCE
NPP501,,IN CAD,-38.410394,144.990343,NORTHERN PENINSULA PARKS,MORNINGTON-FLINDERS,RD,,BARKERS,RD,,MAIN RIDGE,EMERG MRKR NPP501: NEAREST I/S MORNINGTON-FLINDERS RD & BARKERS RD=> GDA94 LAT:-38.410394 LON:144.990343=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 390M ON MORNINGTON-FLINDERS ROAD=> THEN EAST 20M TO PARK ENTRANCE
NPP502,,IN CAD,-38.414693,144.990899,NORTHERN PENINSULA PARKS,MORNINGTON-FLINDERS,RD,,BARKERS,RD,,MAIN RIDGE,EMERG MRKR NPP502: NEAREST I/S MORNINGTON-FLINDERS RD & BARKERS RD=> GDA94 LAT:-38.414693 LON:144.990899=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL SOUTH-EAST 220M ON BARKERS ROAD=> THEN NORTH-EAST 15M TO PARK ENTRANCE
NPP503,,IN CAD,-38.352883,145.025177,NORTHERN PENINSULA PARKS,BOWRINGS,RD,,BROWNE,LA,,RED HILL,EMERG MRKR NPP503: NEAREST I/S BOWRINGS RD & BROWNE LA=> GDA94 LAT:-38.352883 LON:145.025177=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH 15M ON PARK ENTRANCE ROAD
NPP504,,IN CAD,-38.359557,145.039461,NORTHERN PENINSULA PARKS,MCILROYS,RD,,RED HILL,RD,,RED HILL,EMERG MRKR NPP504: NEAREST I/S MCILROYS RD & RED HILL RD=> GDA94 LAT:-38.359557 LON:145.039461=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-WEST 1180M ON MCILLROYS ROAD=> THEN NORTH 10M INTO KANGERONG NATURE CONSERVATION RESERVE
NPP505,,IN CAD,-38.359723,145.042902,NORTHERN PENINSULA PARKS,MCILROYS,RD,,RED HILL,RD,,RED HILL,EMERG MRKR NPP505: NEAREST I/S MCILROYS RD & RED HILL RD=> GDA94 LAT:-38.359723 LON:145.042902=> ACCESS TO LOCKED GATES CONTACT PARKS VIC ON 131963=> TRAVEL NORTH-WEST 855M ON MCILLROYS ROAD=> THEN NORTH 10M INTO PARK ENTRANCE
